OGG,gene_Mphar,gene_Amel,gene_Dmel_FLYBASE,uniprot
EOG8DZ3HP,LOC105833906,LOC412064,FBpp0088015,  
EOG8NP8RR,LOC105829985,LOC552205,FBpp0083654,Elongation of very long chain fatty acids protein (2.3.1.199)
EOG8SJ73M,LOC105829986,LOC102655009,FBpp0083678,Elongation of very long chain fatty acids protein (2.3.1.199)
EOG8SJ73M,LOC105829986,LOC102655009,FBpp0083674,Elongation of very long chain fatty acids protein (2.3.1.199)
EOG8SJ73M,LOC105829986,LOC102655009,FBpp0083731,Elongation of very long chain fatty acids protein (2.3.1.199)
EOG8SJ73M,LOC105829984,LOC102655009,FBpp0083678,Elongation of very long chain fatty acids protein (2.3.1.199)
EOG8SJ73M,LOC105829984,LOC102655009,FBpp0083674,Elongation of very long chain fatty acids protein (2.3.1.199)
EOG8SJ73M,LOC105829984,LOC102655009,FBpp0083731,Elongation of very long chain fatty acids protein (2.3.1.199)
EOG8SJ73M,LOC105829987,LOC102655009,FBpp0083678,Elongation of very long chain fatty acids protein (2.3.1.199)
EOG8SJ73M,LOC105829987,LOC102655009,FBpp0083674,Elongation of very long chain fatty acids protein (2.3.1.199)
EOG8SJ73M,LOC105829987,LOC102655009,FBpp0083731,Elongation of very long chain fatty acids protein (2.3.1.199)
EOG8RBS65,LOC105829988,LOC100577769,FBpp0080057,Caspase-activated DNase
EOG8961D5,LOC105832246,LOC724468,FBpp0083494,CG16791
EOG866X6S,LOC105838699,LOC413386,FBpp0074279,RH14406p
EOG88D2GJ,LOC105838698,LOC413385,FBpp0083130,GM10731p
EOG86X0WK,LOC105838697,LOC724161,FBpp0082867,Guanine nucleotide-binding protein-like 3 homolog
EOG84N0DS,LOC105839382,LOC726935,FBpp0293006,Cardioacceleratory peptide receptor
EOG8TB617,LOC105837398,LOC726864,FBpp0077094,"CG2837, isoform A"
EOG8HX6MS,LOC105833490,LOC100576709,FBpp0305221,"CG7337, isoform D"
EOG8HX6MS,LOC105835984,LOC100576709,FBpp0305221,"CG7337, isoform D"
EOG815J1C,LOC105832697,LOC552328,FBpp0082496,Glycogen [starch] synthase (2.4.1.11)
EOG815J1C,LOC105837172,LOC552328,FBpp0082496,Glycogen [starch] synthase (2.4.1.11)
EOG84XM45,LOC105830756,LOC726816,FBpp0074756,RuvB-like helicase 2 (3.6.4.12)
EOG8GMWJB,LOC105830753,LOC413633,FBpp0088511,"Sugar-free frosting, isoform C"
EOG8D54JH,LOC105833993,LOC412379,FBpp0271765,"ATP7, isoform B"
EOG8DZ3GJ,LOC105833991,LOC552533,FBpp0078076,"CG11306, isoform A"
EOG8SBGMM,LOC105838668,LOC100576457,FBpp0081879,  
EOG8F4V07,LOC105835518,LOC409222,FBpp0085160,"Cyclin G, isoform E"
EOG83R58V,LOC105830476,LOC727004,FBpp0073508,CG2540
EOG83R58V,LOC105830476,LOC727004,FBpp0083838,"CG10365, isoform A"
EOG83R58V,LOC105834355,LOC727004,FBpp0073508,CG2540
EOG83R58V,LOC105834355,LOC727004,FBpp0083838,"CG10365, isoform A"
EOG8F7Q7H,LOC105838323,LOC100577610,FBpp0086599,CG10153
EOG8D54NG,LOC105838324,LOC725315,FBpp0086570,CG12859
EOG8DZ3H4,LOC105838322,LOC552756,FBpp0086719,Cathepsin L (3.4.22.15)
EOG8C5F5V,LOC105830554,LOC726888,FBpp0072673,Protein disks lost
EOG8J3Z4H,LOC105834601,LOC409688,FBpp0085224,"CstF-50, isoform B"
EOG8CRNP5,LOC105834602,LOC102655617,FBpp0099986,Ribonuclease P protein subunit p20 (3.1.26.5)
EOG8K6HR3,LOC105834597,LOC412455,FBpp0080265,Protein shuttle craft
EOG87SV1M,LOC105830474,KAT2A,FBpp0075701,GCN5
EOG8X6DW5,LOC105830471,LOC409423,FBpp0080674,Protein male-specific lethal-1
EOG8M3BXR,LOC105836703,LOC413533,FBpp0080855,GTP-binding protein 10 homolog
EOG8B009Q,LOC105836702,LOC413534,FBpp0074583,  
EOG8VX3SC,LOC105836977,LOC409384,FBpp0073290,"60 kDa heat shock protein, mitochondrial"
EOG8VX3SC,LOC105836977,LOC409384,FBpp0078742,"60 kDa heat shock protein homolog 2, mitochondrial"
EOG83FJM6,LOC105836973,LOC552531,FBpp0075609,CG11267
EOG83FJM6,LOC105836973,LOC552531,FBpp0082377,AT30951p
EOG8T79RC,LOC105836978,LOC413529,FBpp0070719,Something about silencing protein 10
EOG8DRC25,LOC105835252,LOC409951,FBpp0075631,LP04985p
EOG8CRNP7,LOC105835253,LOC552481,FBpp0304873,CG12659
EOG8PZKTH,LOC105836159,LOC409604,FBpp0310014,"CG42388, isoform E"
EOG8MCZMT,LOC105836160,LOC413532,FBpp0112147,Rrp6
EOG8NKDG9,LOC105836154,LOC409952,FBpp0307979,"CG11870, isoform A"
EOG8MKQ3H,LOC105836155,LOC413531,FBpp0085924,CG10914
EOG8S1VVP,LOC105830727,LOC412470,FBpp0082008,LK6 protein kinase
EOG85X9J8,LOC105830728,LOC412031,FBpp0078593,"CG9772, isoform B"
EOG8DFR8M,LOC105839222,LOC551329,FBpp0082728,Cytoplasmic protein 89BC
EOG8VDRNR,LOC105839220,LOC409854,FBpp0075759,"Ypsilon schachtel, isoform B"
EOG8CG1W9,LOC105839217,LOC100577347,FBpp0075717,RE32936p
EOG82FV5X,LOC105839233,LOC726251,FBpp0289898,"CG10176, isoform B"
EOG8QZ98K,LOC105840580,LOC551252,FBpp0083685,CG5376
EOG84XM5D,LOC105831965,LOC413799,FBpp0088641,AT05822p
EOG84XM5D,LOC105831965,LOC413799,FBpp0076949,AT13347p
EOG84XM5D,LOC105831965,LOC413799,FBpp0112618,"Tim17b, isoform A"
EOG8XKWVP,LOC105830121,LOC724252,FBpp0081138,Homeotic protein deformed
EOG84QVQ3,LOC105830120,LOC551506,FBpp0081163,Homeotic protein Sex combs reduced
EOG8WDG15,LOC105830119,Antp,FBpp0082829,Homeobox protein abdominal-A
EOG8WDG15,LOC105830119,Antp,FBpp0081161,Homeotic protein antennapedia
EOG8MPKD4,LOC105834511,LOC410642,FBpp0082826,Homeobox protein abdominal-B
EOG80P5TW,LOC105837342,LOC408559,FBpp0079406,Aldehyde dehydrogenase
EOG80P5TW,LOC105837342,LOC408559,FBpp0300161,CG31075
EOG83XWQP,LOC105837341,LOC408558,FBpp0080346,GH16413p
EOG8F1ZQ9,LOC105839182,LOC412084,FBpp0306593,"Flyers-cup, isoform E"
EOG8F1ZQ9,LOC105839182,LOC412084,FBpp0072202,"CG3494, isoform A"
EOG83FJHT,LOC105829010,LOC412083,FBpp0303129,Coatomer subunit gamma
EOG83BP9F,LOC105833012,LOC551771,FBpp0079462,Methionine aminopeptidase 2 (3.4.11.18)
EOG8G1P3Q,LOC105833011,LOC551039,FBpp0074906,Dihydrolipoyl dehydrogenase (1.8.1.4)
EOG86T4NM,LOC105834950,LOC725928,FBpp0293271,SD06708p
EOG86T4NM,LOC105834950,LOC725928,FBpp0303336,"CG31048, isoform C"
EOG8F7Q6J,LOC105829346,LOC551165,FBpp0084719,Innexin inx3
EOG87WQ8C,LOC105829367,LOC551848,FBpp0303451,Protocadherin-like wing polarity protein stan
EOG85MPSZ,LOC105829412,LOC725788,FBpp0071404,LD40707p
EOG80VXBZ,LOC105839379,LOC413774,FBpp0081599,Rlc1 protein
EOG8DNGR6,LOC105839377,LOC413802,FBpp0082005,RE61780p
EOG8FBKDM,LOC105839192,LOC551947,FBpp0078775,SD12984p
EOG8QFZ1G,LOC105839193,LOC551991,FBpp0083970,CG13607
EOG8XD5BT,LOC105839196,LOC552019,FBpp0293091,AT16851p
EOG8PVQKD,LOC105838275,LOC725469,FBpp0304511,"CENP-meta, isoform E"
EOG8PVQKD,LOC105838275,LOC725469,FBpp0079795,Mitotic kinesin-like motor protein CENP-ana
EOG8B2VJR,LOC105838279,LOC411953,FBpp0083415,Protein Peter pan
EOG8PP03X,LOC105828871,LOC552100,FBpp0070706,Protein ovo
EOG85DZ9C,LOC105828870,LOC409487,FBpp0073675,  
EOG880KHN,LOC105828869,LOC411556,FBpp0309520,Cytosolic carboxypeptidase NnaD (3.4.17.-)
EOG8BVTG0,LOC105839084,Cyp4g11,FBpp0070094,Cytochrome P450 4g1 (1.14.-.-)
EOG8BVTG0,LOC105839084,Cyp4g11,FBpp0073352,Cytochrome P450 4g15 (1.14.-.-)
EOG8J6TCJ,LOC105839075,LOC409572,FBpp0294058,CG43155
EOG8J6TCJ,LOC105839075,LOC727572,FBpp0294058,CG43155
EOG8PZKVD,LOC105833286,LOC412696,FBpp0070007,CG9578
EOG8TMSPP,LOC105833285,LOC725117,FBpp0073004,Protein sprouty
EOG808PW7,LOC105830942,LOC408556,FBpp0073003,"eIF5B, isoform E"
EOG8FJ9Z3,LOC105840321,LOC552334,FBpp0075676,CG10754
EOG86X0W7,LOC105836003,LOC411469,FBpp0072077,SD05534p
EOG8TB5Z9,LOC105828421,LOC412513,FBpp0083856,"CG10217, isoform A"
EOG8D28DH,LOC105828434,LOC724807,FBpp0077128,"CG15432, isoform A"
EOG8SN3B5,LOC105830755,LOC552448,FBpp0081290,ADP-ribosylation factor-like protein 8
EOG8NKDGT,LOC105829577,LOC411816,FBpp0073299,"Dynein light intermediate chain, isoform B"
EOG8W3V8R,LOC105829578,LOC411815,FBpp0079172,WW domain-containing oxidoreductase (1.1.1.-)
EOG80GFDH,LOC105838339,LOC552009,FBpp0082733,CG5903
EOG85X9KG,LOC105831053,LOC726279,FBpp0080998,M phase phosphoprotein 6
EOG8QRJST,LOC105828983,LOC412349,FBpp0078227,CG11137
EOG8TMSP8,LOC105838335,LOC552113,FBpp0307935,"Fatty acid (Long chain) transport protein, isoform D"
EOG8TMSP8,LOC105838335,LOC552113,FBpp0072175,"CG3394, isoform A"
EOG8TMSP8,LOC105838335,LOC552113,FBpp0308253,  
EOG8MGTVX,LOC105831113,LOC551547,FBpp0081336,RE52752p
EOG8HX6PH,LOC105838333,LOC726096,FBpp0086006,AT07420p
EOG8DBW38,LOC105838481,LOC552564,FBpp0088970,40S ribosomal protein S7
EOG8PCCGB,LOC105837466,LOC102654007,FBpp0082171,L(3)S12 protein
EOG8NP8QS,LOC105837460,LOC726021,FBpp0303927,"CG42268, isoform M"
EOG8GJ1BR,LOC105837329,LOC409890,FBpp0074017,Peptidyl-prolyl cis-trans isomerase (5.2.1.8)
EOG8GJ1BR,LOC105837329,LOC409890,FBpp0075479,Peptidyl-prolyl cis-trans isomerase (5.2.1.8)
EOG81G4RW,LOC105837325,LOC107963959,FBpp0074350,"CG6123, isoform A"
EOG8PK3XQ,LOC105837326,LOC551079,FBpp0086893,CG3955
EOG8N8SRZ,LOC105832437,LOC725470,FBpp0086593,Na[+]-dependent inorganic phosphate cotransporter
EOG81ZH0H,LOC105832440,LOC551214,FBpp0071160,"CG12065, isoform C"
EOG8QNPHP,LOC105835011,LOC412357,FBpp0301175,"Ada2a-containing complex component 3, isoform D"
EOG8J6TBJ,LOC105836017,LOC725662,FBpp0312177,LD19244p
EOG8RR85J,LOC105828551,LOC551151,FBpp0081539,CG8149
EOG8961DW,LOC105828550,LOC100576544,FBpp0086721,CG8067
EOG84XM63,LOC105836746,LOC412529,FBpp0070363,Tyrosine-protein phosphatase corkscrew (3.1.3.48)
EOG8QVF0S,LOC105836843,LOC550989,FBpp0308508,Palmitoyltransferase (2.3.1.225)
EOG83FJK8,LOC105836844,LOC102654610,FBpp0071406,  
EOG8H1CGX,LOC105832375,LOC551436,FBpp0087764,CG8258
EOG8WSXXD,LOC105839241,LOC100578071,FBpp0087907,DNA polymerase (2.7.7.7)
EOG8WSXXD,LOC105839410,LOC100578071,FBpp0087907,DNA polymerase (2.7.7.7)
EOG8ZKM71,LOC105834741,LOC725395,FBpp0083898,Bifunctional glutamate/proline--tRNA ligase
EOG8C2JXD,LOC105834742,LOC412608,FBpp0303345,Serine/threonine-protein kinase D (2.7.11.13)
EOG8VQC9T,LOC105830913,LOC412563,FBpp0303401,LD18710p
EOG83V1GS,LOC105834782,Su(var)3-9,FBpp0302537,Eukaryotic translation initiation factor 2 subunit 3
EOG83V1GS,LOC105834782,Su(var)3-9,FBpp0302536,Histone-lysine N-methyltransferase Su(var)3-9 (2.1.1.43)
EOG8QC2T7,LOC105833634,LOC551429,FBpp0081889,RE26521p
EOG8WQ2PB,LOC105832982,LOC725118,FBpp0075645,Tyrosine-protein phosphatase 69D (3.1.3.48)
EOG8WQ2PB,LOC105832982,LOC100577023,FBpp0075645,Tyrosine-protein phosphatase 69D (3.1.3.48)
EOG8Z90JS,LOC105837992,LOC551505,FBpp0079711,CG6750
EOG81VMQT,LOC105836986,LOC413852,FBpp0072385,Nitrilase and fragile histidine triad fusion protein NitFhit
EOG847HF6,LOC105828734,LOC410649,FBpp0079236,Tyrosine-protein kinase Btk29A (2.7.10.2)
EOG847HF6,LOC105828734,LOC410649,FBpp0310444,Tyrosine-protein kinase Src64B (2.7.10.2)
EOG847HF6,LOC105828734,LOC410649,FBpp0307255,Tyrosine-protein kinase Src42A (2.7.10.2)
EOG82JQDP,LOC105828737,LOC413179,FBpp0081787,Mediator of RNA polymerase II transcription subunit 7
EOG80VX9S,LOC105828736,LOC551686,FBpp0080554,Apoptosis inhibitor 5 homolog
EOG83R58F,LOC105834149,LOC551710,FBpp0087186,LD07532p
EOG8V9WD8,LOC105834148,LOC413121,FBpp0074104,"39S ribosomal protein L22, mitochondrial"
EOG8PVQMC,LOC105834147,LOC413120,FBpp0082332,CG3061
EOG8SFBTC,LOC105832689,LOC413119,FBpp0070691,"CG6903, isoform A"
EOG87WQ96,LOC105832688,LOC102653780,FBpp0074456,"CG32537, isoform A"
EOG8RNCZD,LOC105832691,LOC100577697,FBpp0080811,Protein spitz
EOG8RNCZD,LOC105832691,LOC100577697,FBpp0074961,Keren
EOG8RNCZD,LOC105833934,LOC100577697,FBpp0080811,Protein spitz
EOG8RNCZD,LOC105833934,LOC100577697,FBpp0074961,Keren
EOG8CZD30,LOC105835619,LOC550708,FBpp0075275,E3 ubiquitin-protein ligase mind-bomb (6.3.2.-)
EOG8CZD30,LOC105829571,LOC550708,FBpp0075275,E3 ubiquitin-protein ligase mind-bomb (6.3.2.-)
EOG8CZD30,LOC105835797,LOC550708,FBpp0075275,E3 ubiquitin-protein ligase mind-bomb (6.3.2.-)
EOG8FTXPQ,LOC105834536,LOC726437,FBpp0075301,CG7276
EOG8FTXPQ,LOC105834536,LOC726437,FBpp0081693,"CG5359, isoform A"
EOG8JDJTR,LOC105834537,LOC408561,FBpp0308989,"CG8547, isoform C"
EOG82FV49,LOC105834538,LOC100576384,FBpp0070692,"Protein tyrosine phosphatase 4E, isoform G"
EOG82FV49,LOC105834538,LOC100576384,FBpp0303418,Tyrosine-protein phosphatase 10D (3.1.3.48)
EOG84XM43,LOC105829952,LOC412056,FBpp0086732,CG13350
EOG8K6HRG,LOC105829953,LOC725756,FBpp0078861,"Beta galactosidase, isoform B"
EOG8K6HRG,LOC105829953,LOC725756,FBpp0081961,Beta-galactosidase (3.2.1.23)
EOG8QFZ1K,LOC105831141,LOC102654640,FBpp0076346,CG6745
EOG8THXH1,LOC105838512,LOC725566,FBpp0083857,CybS
EOG80S24N,LOC105838513,LOC411607,FBpp0084824,Pterin-4-alpha-carbinolamine dehydratase (4.2.1.96)
EOG82FV6N,LOC105829033,LOC725587,FBpp0086498,CG11808
EOG8WWT6S,LOC105829030,LOC413614,FBpp0080200,RH10422p
EOG837T31,LOC105829027,LOC414036,FBpp0306241,"CG44001, isoform A"
EOG8X0PD7,LOC105829493,LOC408552,FBpp0078640,Collagen alpha-1(IV) chain
EOG8X0PD7,LOC105829493,LOC408552,FBpp0078672,Collagen type IV alpha 2
EOG8W9KRT,LOC105829492,LOC725204,FBpp0073725,"CG1461, isoform A"
EOG8W9KRT,LOC105829492,LOC551404,FBpp0073725,"CG1461, isoform A"
EOG86Q8D9,LOC105839332,LOC408554,FBpp0099721,Neural-cadherin
EOG86Q8D9,LOC105839332,LOC408554,FBpp0292843,  
EOG8WSXXP,LOC105839334,LOC410638,FBpp0080697,Alpha-methyldopa hypersensitive protein (4.1.1.-)
EOG8WSXXP,LOC105839334,LOC410638,FBpp0080710,Aromatic-L-amino-acid decarboxylase (4.1.1.28)
EOG8WSXXP,LOC105839334,LOC410638,FBpp0085475,MIP05841p
EOG8WSXXP,LOC105839334,LOC410638,FBpp0085476,FI02861p
EOG879GVH,LOC105829260,LOC410658,FBpp0302972,"Lim3, isoform E"
EOG869SG8,LOC105830037,LOC408563,FBpp0301625,Centrosomin
EOG841S15,LOC105840573,LOC410659,FBpp0086786,Centrosomin's beautiful sister
EOG85DZCC,LOC105829028,LOC409366,FBpp0077677,"CG3662, isoform B"
EOG8FTXP2,LOC105829034,LOC102655097,FBpp0077937,RE55712p
EOG85HTMF,LOC105830036,LOC551652,FBpp0082996,Dynein light chain Tctex-type
EOG8JDJV8,LOC105830039,LOC408562,FBpp0307016,"CG4662, isoform C"
EOG8KWMFS,LOC105830038,LOC408562,FBpp0083206,Fibroblast growth factor
EOG8DZ3FZ,LOC105832927,LOC724423,FBpp0082131,FI03732p
EOG8WM6FM,LOC105832925,LOC102653588,FBpp0083105,Cleavage and polyadenylation specificity factor 73 (3.1.27.-)
EOG8PP053,LOC105831190,LOC410657,FBpp0073832,Inhibitory POU protein
EOG8576TG,LOC105837457,LOC551871,FBpp0077087,"Hoepel1, isoform H"
EOG8K9D0M,LOC105840804,LOC413407,FBpp0083766,Transcription elongation factor B polypeptide 3
EOG81NW7C,LOC105833520,LOC413408,FBpp0271769,"CG1887, isoform D"
EOG8MPKBG,LOC105832442,LOC413409,FBpp0088428,Cytoplasmic dynein 1 intermediate chain
EOG8MPKBG,LOC105832442,LOC413409,FBpp0088472,FI21737p1
EOG8MPKBG,LOC105832442,LOC413409,FBpp0089016,"Sperm-specific dynein intermediate chain 2, isoform A"
EOG8MPKBG,LOC105832442,LOC413409,FBpp0089014,"Sperm-specific dynein intermediate chain 2, isoform A"
EOG8MPKBG,LOC105832442,LOC413409,FBpp0088559,"Sperm-specific dynein intermediate chain 1, isoform C"
EOG82Z6B3,LOC105833248,LOC724826,FBpp0100147,Protein EFR3 homolog cmp44E
EOG873RFF,LOC105833249,LOC552115,FBpp0085703,12 kDa FK506-binding protein (5.2.1.8)
EOG818D9P,LOC105840220,LOC552089,FBpp0086603,26S proteasome non-ATPase regulatory subunit 11
EOG818D9P,LOC105840220,LOC552089,FBpp0111469,CG34348
EOG8TB5ZW,LOC105832562,LOC552063,FBpp0302614,"CG16781, isoform B"
EOG8TB5ZW,LOC105832562,LOC552063,FBpp0078590,GH09360p
EOG8TB5ZW,LOC105832562,LOC552063,FBpp0084491,AT21004p
EOG8WQ2QR,LOC105833737,LOC724666,FBpp0076459,CG7550
EOG8RFNDS,LOC105828186,LOC413154,FBpp0084802,GM05760p
EOG80ZSM6,LOC105828187,LOC726620,FBpp0086895,Beta NAC homolog
EOG80ZSM6,LOC105828187,LOC726620,FBpp0077736,"CG11835, isoform A"
EOG8KD86T,LOC105829269,LOC413980,FBpp0079165,LD23292p
EOG8STTRB,LOC105840453,LOC726736,FBpp0079113,Laminin subunit beta-1
EOG8W3V9K,LOC105830585,LOC724939,FBpp0311823,"CG14434, isoform A"
EOG8MPKCV,LOC105832752,LOC413299,FBpp0070709,AT31219p
EOG8MPKCV,LOC105832752,LOC413299,FBpp0308980,Proteasomal ubiquitin receptor ADRM1 homolog
EOG8HTBD8,LOC105830462,LOC411568,FBpp0070616,Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66 (1.14.11.-)
EOG88SJFT,LOC105834870,LOC726538,FBpp0309366,"CG32532, isoform D"
EOG8HHQPC,LOC105835982,LOC727146,FBpp0300565,"CG3376, isoform B"
EOG8B8M12,LOC105829121,LOC100576775,FBpp0072768,Nucleolar MIF4G domain-containing protein 1 homolog
EOG8DRC29,LOC105829111,LOC409663,FBpp0086192,CG6421
EOG8DRC29,LOC105829111,LOC409663,FBpp0086191,CG6426
EOG8DRC29,LOC105829111,LOC409663,FBpp0086194,CG6435
EOG8DRC29,LOC105829111,LOC409663,FBpp0086193,CG6429
EOG8DRC29,LOC105835403,LOC409663,FBpp0086192,CG6421
EOG8DRC29,LOC105835403,LOC409663,FBpp0086191,CG6426
EOG8DRC29,LOC105835403,LOC409663,FBpp0086194,CG6435
EOG8DRC29,LOC105835403,LOC409663,FBpp0086193,CG6429
EOG88WDP7,LOC105828192,LOC412506,FBpp0071045,Dp115 protein
EOG8TMSR3,LOC105828766,LOC552667,FBpp0099774,Protein charybde
EOG8TMSR3,LOC105828766,LOC552667,FBpp0075899,Protein scylla
EOG83R57C,LOC105838501,LOC413372,FBpp0297083,"CG9674, isoform F"
EOG8CC5Q8,LOC105827869,LOC551755,FBpp0072644,"CG13920, isoform A"
EOG8VMH44,LOC105827870,LOC727354,FBpp0072691,CG7967
EOG80CK41,LOC105840560,LOC413233,FBpp0085215,"CG2118, isoform B"
EOG8W9KR1,LOC105840558,LOC726869,FBpp0075006,"CG6479, isoform C"
EOG8KH4GV,LOC105838147,LOC551485,FBpp0307480,"CG3287, isoform B"
EOG87M3N0,LOC105836100,LOC724270,FBpp0289424,"Ion transport peptide, isoform E"
EOG8K0S9W,LOC105836058,LOC724363,FBpp0071225,CG6999
EOG8K0S9W,LOC105836058,LOC724363,FBpp0073668,CG10993
EOG8K0S9W,LOC105836058,LOC724363,FBpp0071224,CG32706
EOG8K0S9W,LOC105836058,LOC724363,FBpp0071223,CG32708
EOG8K0S9W,LOC105836058,LOC724363,FBpp0112657,CG40813
EOG8K0S9W,LOC105836058,LOC724363,FBpp0112865,AT20472p
EOG8S7MB1,LOC105834209,LOC724402,FBpp0293286,Protein partner of snf
EOG86MD65,LOC105838514,LOC412045,FBpp0088527,CG6370
EOG8NP8Q7,LOC105837175,LOC409422,FBpp0292870,Guanylate cyclase (4.6.1.2)
EOG81RRH8,LOC105830680,LOC412100,FBpp0087959,"Ribonuclease H1, isoform B"
EOG88PP5X,LOC105834533,LOC411806,FBpp0073304,Receptor-mediated endocytosis protein 6 homolog
EOG8JWX1Z,LOC105833630,LOC551343,FBpp0088021,26S proteasome regulatory complex subunit p48B
EOG8H73ZT,LOC105833629,LOC727118,FBpp0073061,"Cytochrome P450 302a1, mitochondrial (1.14.99.-)"
EOG876MMW,LOC105831322,LOC102654871,FBpp0086918,Defective in cullin neddylation protein
EOG873RCC,LOC105838235,LOC727192,FBpp0083958,CG5524
EOG8F7Q6S,LOC105838223,LOC100578030,FBpp0088112,Serine protease inhibitor 43Aa
EOG8F7Q6S,LOC105838223,LOC100578030,FBpp0085912,SD11922p
EOG8F7Q6S,LOC105838223,LOC100578030,FBpp0080979,GH09216p
EOG8F7Q6S,LOC105838223,LOC100578030,FBpp0079243,GH08778p
EOG8F7Q6S,LOC105838223,LOC100578030,FBpp0289586,Serine proteinase inhibitor (Serpin-1)
EOG8F7Q6S,LOC105838223,LOC100578030,FBpp0289587,CG9454
EOG8F7Q6S,LOC105838223,LOC100578030,FBpp0085495,CG9455
EOG8F7Q6S,LOC105838223,LOC100578030,FBpp0085497,CG9460
EOG8F7Q6S,LOC105838223,LOC100578030,FBpp0087306,"CG7722, isoform A"
EOG8F7Q6S,LOC105838223,LOC100578030,FBpp0110138,Serpin 28Da
EOG8F7Q6S,LOC105838223,LOC100578030,FBpp0079094,"Serpin 28B, isoform A"
EOG8F7Q6S,LOC105838223,LOC100578030,FBpp0085523,IP16419p
EOG8ZCVRX,LOC105838227,LOC409841,FBpp0084267,Nuclear protein localization protein 4 homolog
EOG82FV4P,LOC105838226,LOC100577578,FBpp0084258,AT01223p
EOG8J9PMP,LOC105838228,LOC409784,FBpp0083698,RH25557p
EOG8G7DKK,LOC105841113,LOC552434,FBpp0072099,"CG13567, isoform A"
EOG89355F,LOC105830622,LOC726554,FBpp0289310,"CG4678, isoform G"
EOG89355F,LOC105833089,LOC726554,FBpp0289310,"CG4678, isoform G"
EOG8Z90HF,LOC105840034,LOC411986,FBpp0302573,Protein winged eye
EOG8PG7P3,LOC105832122,LOC552241,FBpp0110421,60S ribosomal protein L5
EOG8G7DM1,LOC105832121,LOC552175,FBpp0087958,CG8728
EOG8Q86JT,LOC105835150,LOC727415,FBpp0085370,CG1344
EOG8WM6FB,LOC105835132,LOC411536,FBpp0290558,  
EOG86HHZC,LOC105835134,LOC100576296,FBpp0070025,CG9581
EOG8RJHP4,LOC105835135,LOC551966,FBpp0073538,Multifunctional protein ADE2
EOG8V44W1,LOC105835133,LOC412619,FBpp0081261,Amidophosphoribosyltransferase (2.4.2.14)
EOG8V44W1,LOC105835133,LOC412619,FBpp0076654,Amidophosphoribosyltransferase (2.4.2.14)
EOG8VQCC6,LOC105835136,LOC100576506,FBpp0289884,"CG42516, isoform A"
EOG8GMWJ6,LOC105835924,LOC552280,FBpp0087709,Protein SDA1 homolog
EOG8J12X1,LOC105832826,LOC551442,FBpp0289153,"CG3262, isoform F"
EOG8NCP0N,LOC105836399,LOC412109,FBpp0084479,CG5882
EOG8NCP0N,LOC105836399,LOC412109,FBpp0084500,GH16431p
EOG8NCP0N,LOC105836399,LOC412109,FBpp0291492,Ory protein
EOG8WHB8C,LOC105832594,LOC727378,FBpp0072463,Peptidyl-prolyl cis-trans isomerase (5.2.1.8)
EOG8WHB8C,LOC105832594,LOC724984,FBpp0072463,Peptidyl-prolyl cis-trans isomerase (5.2.1.8)
EOG879GWG,LOC105830288,LOC100577094,FBpp0086467,CG30467
EOG8PP047,LOC105828482,LOC551519,FBpp0087145,"CG13188, isoform B"
EOG8B5QTW,LOC105830315,LOC551867,FBpp0079328,40S ribosomal protein S13
EOG8V714F,LOC105830324,LOC413815,FBpp0078373,LP10544p
EOG815J15,LOC105834467,LOC412676,FBpp0071575,Protein mahjong
EOG876MNP,LOC105834436,LOC727257,FBpp0086874,CG4663
EOG8Z0CT3,LOC105839012,LOC551466,FBpp0086208,Ste24b prenyl protease type I
EOG8Z0CT3,LOC105839012,LOC551466,FBpp0086207,LD04933p
EOG8Z0CT3,LOC105839012,LOC551466,FBpp0100158,AT28654p
EOG8B8M2R,LOC105832363,LOC726900,FBpp0083036,CG12321
EOG8T1K99,LOC105832362,LOC552227,FBpp0087250,GM12291p
EOG8PG7NG,LOC105830991,LOC552182,FBpp0073674,LD34250p
EOG8RV4DH,LOC105830992,LOC409589,FBpp0289147,60S ribosomal protein L10
EOG8RV4DH,LOC105830992,LOC409589,FBpp0264490,Similar to Drosophila melanogaster qm
EOG8ZPGG9,LOC105838905,LOC551185,FBpp0085952,"Dgp-1, isoform A"
EOG8G4JBB,LOC105833225,LOC412104,FBpp0074734,LD38816p
EOG8MSFNB,LOC105838290,LOC724529,FBpp0087093,"CG8407, isoform A"
EOG8BVTG2,LOC105838289,LOC724370,FBpp0110523,  
EOG8CZD4H,LOC105838288,LOC412644,FBpp0070860,Josephin-like protein (3.4.19.12)
EOG8CNSD0,LOC105835883,LOC551339,FBpp0080383,AT12460p
EOG851GDG,LOC105838451,LOC727126,FBpp0079940,RE13953p
EOG8W1011,LOC105838240,LOC412853,FBpp0307610,Brain tumor protein
EOG8NW181,LOC105831729,LOC727498,FBpp0309485,"X11L, isoform B"
EOG8NW181,LOC105831729,LOC727498,FBpp0071422,"X11Lbeta, isoform D"
EOG8NW181,LOC105831729,LOC412594,FBpp0309485,"X11L, isoform B"
EOG8NW181,LOC105831729,LOC412594,FBpp0071422,"X11Lbeta, isoform D"
EOG84XM3K,LOC105841110,LOC727574,FBpp0088179,LD24176p
EOG8KM0PZ,LOC105830405,LOC412446,FBpp0084711,CG1951
EOG8SJ71M,LOC105839373,LOC551433,FBpp0074617,Golden goal
